# maps=all sources=enemy,event,treasure
flag	map_id	item_lot_id	treasure_name	source
1052557000	m60_52_55	1052550000	市民_宝死体000：海辺の塔5-1	treasure
1052557010	m60_52_55	1052550010	市民_宝死体001：海辺の塔5-1	treasure
1052557020	m60_52_55	1052550020	市民_宝死体002：海辺の塔5-1	treasure
1052557030	m60_52_55	1052550030	市民_宝死体003：海辺の塔5-1	treasure
1052557300	m60_52_55	1052550300	貴人_宝死体000：海辺の塔5-1	treasure
1052557310	m60_52_55	1052550310	貴人_宝死体001：海辺の塔5-1	treasure
1052557700	m60_52_55	1052550700	common90005300	event
1052557800	m60_52_55	1052550800	アイテム光000：仮_海辺の塔5-1	treasure
1052557900	m60_52_55	1052550900	宝箱000	treasure
1052567300	m60_52_56	1052560300	貴人_宝死体000：仮_教会5-1～魔術師の塔	treasure
1052567310	m60_52_56	1052560310	貴人_宝死体001：小世界樹5-1	treasure
1053567300	m60_53_56	1053560300	貴人_宝死体000	treasure
1053567310	m60_53_56	1053560310	貴人_宝死体001	treasure
1053567800	m60_53_56	1053560800	アイテム光000： 棺地帯 教会5-1付近	treasure
1053567810	m60_53_56	1053560810	アイテム光001： 棺地帯 教会5-1付近	treasure
1053577300	m60_53_57	1053570300	貴人_宝死体000	treasure
1054557000	m60_54_55	1054550000	市民_宝死体000：椅子死体	treasure
1054557310	m60_54_55	1054550310	貴人_宝死体001：教会5-1	treasure
1054557800	m60_54_55	1054550800	アイテム光：000	treasure
11007185	m11_00	11000185	common90005300	event
11007195	m11_00	11000195	common90005300	event
11007985	m11_00	11001985	common90005774	event
11007987	m11_00	11001187	common90005300	event
11007991	m11_00	11001000	common90005300	event
11007993	m11_00	11001193	common90005300	event
11007998	m11_00	11001198	common90005300	event
11107900	m11_10	11100900	common90005774	event
114	m14_00	14000960	宝箱006	treasure
12017030	m12_01	12010030	宝死体003	treasure
12017040	m12_01	12010040	宝死体004	treasure
12017050	m12_01	12010050	宝死体005	treasure
12017060	m12_01	12010060	宝死体006	treasure
12017070	m12_01	12010070	宝死体007	treasure
12017080	m12_01	12010080	宝死体008	treasure
12017090	m12_01	12010090	宝死体009 大毒沼 レアA	treasure
12017100	m12_01	12010100	宝死体010 聖杯のかけら 世界樹の実	treasure
12017105	m12_01	12010105	common90005300	event
12017110	m12_01	12010110	宝死体011 大毒沼	treasure
12017120	m12_01	12010120	宝死体012 大毒沼	treasure
12017130	m12_01	12010130	宝死体013 大毒沼	treasure
12017140	m12_01	12010140	宝死体014 大毒沼	treasure
12017150	m12_01	12010150	宝死体015	treasure
12017160	m12_01	12010160	宝死体016	treasure
12017170	m12_01	12010170	宝死体017	treasure
12017180	m12_01	12010180	宝死体018	treasure
12017190	m12_01	12010190	宝死体019	treasure
12017200	m12_01	12010200	宝死体020	treasure
12017210	m12_01	12010210	宝死体021	treasure
12017220	m12_01	12010220	宝死体022	treasure
12017230	m12_01	12010230	宝死体023	treasure
12017240	m12_01	12010240	宝死体024	treasure
12017250	m12_01	12010250	宝死体025	treasure
12017260	m12_01	12010260	宝死体026	treasure
12017270	m12_01	12010270	宝死体027	treasure
12017280	m12_01	12010280	宝死体028	treasure
12017290	m12_01	12010290	宝死体029	treasure
12017300	m12_01	12010300	宝死体030	treasure
12017310	m12_01	12010310	宝死体031	treasure
12017320	m12_01	12010320	宝死体032	treasure
12017330	m12_01	12010330	宝死体033	treasure
12017340	m12_01	12010340	宝死体034	treasure
12017350	m12_01	12010350	宝死体035	treasure
12017360	m12_01	12010360	宝死体036	treasure
12017370	m12_01	12010370	宝死体037 大毒沼湖	treasure
12017380	m12_01	12010380	宝死体038 大毒沼湖	treasure
12017390	m12_01	12010390	宝死体039	treasure
12017400	m12_01	12010400	宝死体040	treasure
12017410	m12_01	12010410	宝死体041	treasure
12017420	m12_01	12010420	宝死体042	treasure
12017430	m12_01	12010430	宝死体043	treasure
12017440	m12_01	12010440	宝死体044	treasure
12017450	m12_01	12010450	宝死体045 大毒沼湖	treasure
12017460	m12_01	12010460	宝死体046 大毒沼湖	treasure
12017470	m12_01	12010470	宝死体047 大毒沼湖	treasure
12017480	m12_01	12010480	宝死体048 大毒沼	treasure
12017490	m12_01	12010490	宝死体049 大毒沼	treasure
12017500	m12_01	12010500	宝死体050	treasure
12017510	m12_01	12010510	宝死体051	treasure
12017520	m12_01	12010520	宝死体052	treasure
12017530	m12_01	12010530	宝死体053	treasure
12017540	m12_01	12010540	宝死体054	treasure
12017550	m12_01	12010550	宝死体055	treasure
12017560	m12_01	12010560	宝死体056	treasure
12017570	m12_01	12010570	宝死体057	treasure
12017580	m12_01	12010580	宝死体058 宝死体 三角湖 ルーンを食う花	treasure
12017590	m12_01	12010590	宝死体059 三角湖	treasure
12017600	m12_01	12010600	宝死体060 マリカ遺跡 橋の下	treasure
12017610	m12_01	12010610	宝死体061	treasure
12017620	m12_01	12010620	宝死体062 マリカ遺跡 地上 男がいるとこ	treasure
12017630	m12_01	12010630	宝死体063	treasure
12017640	m12_01	12010640	宝死体064	treasure
12017650	m12_01	12010650	宝死体065	treasure
12017660	m12_01	12010660	宝死体066	treasure
12017670	m12_01	12010670	宝死体067 マリカ遺跡 マザースライム出発地点	treasure
12017680	m12_01	12010680	宝死体068	treasure
12017690	m12_01	12010690	宝箱069 マリカ遺跡４番目の部屋	treasure
12017700	m12_01	12010700	宝箱070 マリカ遺跡５番目の部屋	treasure
12017710	m12_01	12010710	宝死体071	treasure
12017720	m12_01	12010720	宝死体072	treasure
12017730	m12_01	12010730	宝死体073	treasure
12017740	m12_01	12010740	宝死体074	treasure
12017750	m12_01	12010750	宝死体075	treasure
12017760	m12_01	12010760	宝死体076	treasure
12017770	m12_01	12010770	宝死体077	treasure
12017780	m12_01	12010780	宝死体078	treasure
12017790	m12_01	12010790	宝死体079	treasure
12017800	m12_01	12010800	宝死体080	treasure
12017810	m12_01	12010810	宝死体081	treasure
12017820	m12_01	12010820	宝死体082	treasure
12017830	m12_01	12010830	宝死体083	treasure
12017840	m12_01	12010840	宝死体084	treasure
12017850	m12_01	12010850	宝死体085	treasure
12017860	m12_01	12010860	宝死体086	treasure
12017870	m12_01	12010870	宝死体087	treasure
12017880	m12_01	12010880	宝死体088	treasure
12017890	m12_01	12010890	宝死体089 大毒沼	treasure
12017900	m12_01	12010900	宝箱090 遺跡島	treasure
12017910	m12_01	12010910	宝箱091 ボス部屋	treasure
12017920	m12_01	12010920	宝箱092 大回廊	treasure
12017930	m12_01	12010930	宝箱093 三角湖最後	treasure
12017940	m12_01	12010940	宝箱094 マリカ遺跡小部屋	treasure
12017950	m12_01	12010950	宝箱095 水門横の部屋	treasure
12017960	m12_01	12010960	宝箱096 マリカ遺跡てっぺん	treasure
12017970	m12_01	12010970	宝箱097 マリカ遺跡最初の部屋	treasure
12017980	m12_01	12010980	宝箱098 マリカ遺跡２番目の部屋	treasure
12017990	m12_01	12010990	宝箱099 マリカ遺跡３番目の部屋	treasure
12017995	m12_01	12015995	common90005300	event
12017997	m12_01	12015997	common90005300	event
12017999	m12_01	360062000	c3600_9000	enemy
12027000	m12_02	12020000	宝死体000	treasure
12027030	m12_02	12020030	宝死体003	treasure
12027040	m12_02	12020040	宝死体004 聖杯の欠片 世界樹の実	treasure
12027050	m12_02	12020050	宝死体005	treasure
12027070	m12_02	12020070	宝箱 水道橋内部	treasure
12027080	m12_02	12020080	宝箱 マリカ遺跡２	treasure
12027090	m12_02	12020090	宝箱 地底森外れの遺跡	treasure
12027100	m12_02	12020100	宝死体010	treasure
12027110	m12_02	12020110	宝死体011	treasure
12027120	m12_02	12020120	宝死体012	treasure
12027140	m12_02	12020140	宝死体014	treasure
12027140	m12_02	12020140	宝死体014 水没林崖上キャンプ跡	treasure
12027150	m12_02	12020150	宝死体015	treasure
12027160	m12_02	12020160	宝死体016	treasure
12027170	m12_02	12020170	宝死体017	treasure
12027180	m12_02	12020180	宝死体018	treasure
12027190	m12_02	12020190	宝死体019	treasure
12027200	m12_02	12020200	宝死体020	treasure
12027210	m12_02	12020210	宝死体021	treasure
12027220	m12_02	12020220	宝死体022	treasure
12027230	m12_02	12020230	宝死体023	treasure
12027240	m12_02	12020240	宝死体024	treasure
12027250	m12_02	12020250	宝死体025	treasure
12027260	m12_02	12020260	宝死体026	treasure
12027270	m12_02	12020270	宝死体027	treasure
12027280	m12_02	12020280	宝死体028	treasure
12027290	m12_02	12020290	宝死体029	treasure
12027300	m12_02	12020300	宝死体030	treasure
12027310	m12_02	12020310	宝死体031	treasure
12027320	m12_02	12020320	宝死体032	treasure
12027320	m12_02	12020320	宝死体032 祖霊死体遺跡下	treasure
12027330	m12_02	12020330	宝死体033	treasure
12027340	m12_02	12020340	宝死体034	treasure
12027350	m12_02	12020350	宝死体035	treasure
12027360	m12_02	12020360	宝死体036	treasure
12027370	m12_02	12020370	宝死体037	treasure
12027380	m12_02	12020380	宝死体038	treasure
12027390	m12_02	12020390	宝死体039	treasure
12027400	m12_02	12020400	宝死体040	treasure
12027410	m12_02	12020410	宝死体041	treasure
12027420	m12_02	12020420	宝死体042	treasure
12027430	m12_02	12020430	宝死体043	treasure
12027435	m12_02	12020435	common90005300	event
12027440	m12_02	12020440	宝死体044	treasure
12027445	m12_02	12020445	common90005300	event
12027450	m12_02	12020450	宝死体045	treasure
12027450	m12_02	12020450	宝死体045 マリカ遺跡３下の宝	treasure
12027460	m12_02	12020460	宝死体046	treasure
12027470	m12_02	12020470	宝死体047	treasure
12027480	m12_02	12020480	宝死体048	treasure
12027490	m12_02	12020490	宝死体048 {2}	treasure
12027500	m12_02	12020500	宝死体050	treasure
12027510	m12_02	12020510	宝死体051	treasure
12027520	m12_02	12020520	宝死体052	treasure
12027530	m12_02	12020530	宝死体053	treasure
12027540	m12_02	12020540	宝死体054	treasure
12027550	m12_02	12020550	宝死体055	treasure
12027560	m12_02	12020560	宝死体056	treasure
12027570	m12_02	12020570	宝死体057	treasure
12027580	m12_02	12020580	宝死体058	treasure
12027590	m12_02	12020590	宝死体059	treasure
12027600	m12_02	12020600	宝死体060	treasure
12027610	m12_02	12020610	宝死体061	treasure
12027620	m12_02	12020620	宝死体062	treasure
12027630	m12_02	12020630	宝死体063	treasure
12027640	m12_02	12020640	宝死体064	treasure
12027650	m12_02	12020650	宝死体065	treasure
12027660	m12_02	12020660	宝死体066	treasure
12027670	m12_02	12020670	宝死体067	treasure
12027680	m12_02	12020680	宝死体068	treasure
12027690	m12_02	12020690	宝死体069	treasure
12027710	m12_02	12020710	宝死体071	treasure
12027720	m12_02	12020720	宝死体072	treasure
12027730	m12_02	12020730	宝死体073	treasure
12027740	m12_02	12020740	宝死体074	treasure
12027750	m12_02	12020750	宝死体075	treasure
12027760	m12_02	12020760	宝死体076	treasure
12027770	m12_02	12020770	宝死体077	treasure
12027780	m12_02	12020780	宝死体078	treasure
12027790	m12_02	12020790	宝死体079	treasure
12027800	m12_02	12020800	宝死体080	treasure
12027810	m12_02	12020810	宝死体081	treasure
12027820	m12_02	12020820	宝死体082	treasure
12027830	m12_02	12020830	宝死体083	treasure
12027850	m12_02	12020850	宝死体085	treasure
12027860	m12_02	12020860	宝死体086	treasure
12027870	m12_02	12020870	宝死体087	treasure
12027880	m12_02	12020880	宝死体088	treasure
12027880	m12_02	12020880	宝箱 ガーゴイル封鎖地域	treasure
12027890	m12_02	12020890	宝死体089	treasure
12027900	m12_02	12020900	宝死体090	treasure
12027910	m12_02	12020910	宝死体091	treasure
12027920	m12_02	12020920	宝死体092	treasure
12027930	m12_02	12020930	宝死体093	treasure
12027940	m12_02	12020940	宝死体094	treasure
12027950	m12_02	12020950	宝死体095	treasure
12027950	m12_02	12020950	宝死体095 {2}	treasure
12027960	m12_02	12020960	宝死体096	treasure
12027960	m12_02	12020960	宝死体096 {2}	treasure
12027970	m12_02	12020970	宝死体097	treasure
12027970	m12_02	12020970	宝死体097 {2}	treasure
12027980	m12_02	12020980	宝死体098	treasure
12027980	m12_02	12020980	宝死体098 {2}	treasure
12027990	m12_02	12020990	宝死体099	treasure
12027990	m12_02	12020990	宝死体099 {2}	treasure
12037010	m12_03	12030010	宝死体001	treasure
12037020	m12_03	12030020	宝死体002	treasure
12037030	m12_03	12030030	宝死体003	treasure
12037040	m12_03	12030040	宝死体004	treasure
12037050	m12_03	12030050	宝死体005	treasure
12037060	m12_03	12030060	宝死体006	treasure
12037070	m12_03	12030070	宝死体007	treasure
12037080	m12_03	12030080	宝死体008	treasure
12037090	m12_03	12030090	宝死体009	treasure
12037100	m12_03	12030100	宝死体010	treasure
12037110	m12_03	12030110	宝死体011	treasure
12037120	m12_03	12030120	宝死体012	treasure
12037130	m12_03	12030130	宝死体013	treasure
12037140	m12_03	12030140	宝死体014	treasure
12037150	m12_03	12030150	宝死体015	treasure
12037160	m12_03	12030160	宝死体016	treasure
12037170	m12_03	12030170	宝死体017	treasure
12037180	m12_03	12030180	宝死体018	treasure
12037190	m12_03	12030190	宝死体019	treasure
12037200	m12_03	12030200	宝死体020	treasure
12037210	m12_03	12030210	宝死体021	treasure
12037220	m12_03	12030220	宝死体022	treasure
12037230	m12_03	12030230	宝死体023	treasure
12037240	m12_03	12030240	宝死体024	treasure
12037250	m12_03	12030250	宝死体025	treasure
12037260	m12_03	12030260	宝死体026	treasure
12037270	m12_03	12030270	宝死体027	treasure
12037280	m12_03	12030280	宝死体028	treasure
12037290	m12_03	12030290	宝死体029	treasure
12037300	m12_03	12030300	宝死体030	treasure
12037310	m12_03	12030310	宝死体031	treasure
12037320	m12_03	12030320	宝死体032	treasure
12037330	m12_03	12030330	宝死体033	treasure
12037340	m12_03	12030340	宝死体034	treasure
12037350	m12_03	12030350	宝死体035	treasure
12037360	m12_03	12030360	宝死体036	treasure
12037370	m12_03	12030370	宝死体037	treasure
12037380	m12_03	12030380	宝死体038	treasure
12037390	m12_03	12030390	宝死体039	treasure
12037400	m12_03	12030400	宝死体040 棺桶エリア	treasure
12037410	m12_03	12030410	宝死体041 棺桶エリア	treasure
12037420	m12_03	12030420	宝死体042 棺桶エリア	treasure
12037430	m12_03	12030430	宝死体043 棺桶エリア	treasure
12037440	m12_03	12030440	宝死体044 棺桶エリア	treasure
12037450	m12_03	12030450	宝死体045 棺桶エリア	treasure
12037460	m12_03	12030460	宝死体046 棺桶エリア	treasure
12037470	m12_03	12030470	宝死体047 棺桶エリア	treasure
12037480	m12_03	12030480	宝死体048	treasure
12037490	m12_03	12030490	宝死体049 篝火横の東屋	treasure
12037500	m12_03	12030500	宝死体050	treasure
12037510	m12_03	12030510	宝死体051	treasure
12037520	m12_03	12030520	宝死体052	treasure
12037530	m12_03	12030530	宝死体053	treasure
12037540	m12_03	12030540	宝死体054	treasure
12037550	m12_03	12030550	宝死体055 壷蟻洞窟	treasure
12037800	m12_03	12030800	common90005300	event
12037810	m12_03	12030810	common90005300	event
12037820	m12_03	12030820	common90005300	event
12037830	m12_03	12030830	common90005300	event
12037840	m12_03	12030840	common90005300	event
12037850	m12_03	12030850	common90005300	event
12037950	m12_03	12030950	common90005860	event
12037960	m12_03	12030960	common90005300	event
12057010	m12_05	12050010	宝死体001 宝死体 祭壇下崖	treasure
12057010	m12_05	12050010	聖杯の欠片	treasure
12057020	m12_05	12050020	宝死体002	treasure
12057030	m12_05	12050030	宝死体003	treasure
12057040	m12_05	12050040	宝死体004	treasure
12057060	m12_05	12050060	宝死体006	treasure
12057070	m12_05	12050070	宝死体007	treasure
12057080	m12_05	12050080	宝死体008	treasure
12057090	m12_05	12050090	宝死体009	treasure
12057100	m12_05	12050100	宝死体010	treasure
12057110	m12_05	12050110	宝死体011	treasure
12057120	m12_05	12050120	宝死体012	treasure
12057130	m12_05	12050130	宝死体013	treasure
12057140	m12_05	12050140	宝死体014	treasure
12057150	m12_05	12050150	宝死体015	treasure
12057160	m12_05	12050160	宝死体016	treasure
12057170	m12_05	12050170	宝死体017	treasure
12057180	m12_05	12050180	宝死体018	treasure
12057190	m12_05	12050190	宝死体019	treasure
12057210	m12_05	12050210	宝死体021	treasure
12057290	m12_05	12050290	宝死体029	treasure
12057300	m12_05	12050300	宝死体030	treasure
12057310	m12_05	12050310	宝死体031	treasure
12057320	m12_05	12050320	宝死体032	treasure
12057330	m12_05	12050330	宝死体033	treasure
12057340	m12_05	12050340	宝死体034	treasure
12057350	m12_05	12050350	宝死体035	treasure
12057360	m12_05	12050360	宝死体036	treasure
12057370	m12_05	12050370	宝死体037	treasure
12057590	m12_05	12050590	宝死体059	treasure
12057600	m12_05	12050600	宝死体060	treasure
12057610	m12_05	12050610	宝死体061	treasure
12057620	m12_05	12050620	宝死体062	treasure
12057630	m12_05	12050630	宝死体063	treasure
12057640	m12_05	12050640	宝死体064	treasure
12057650	m12_05	12050650	宝死体065	treasure
12057670	m12_05	12050670	宝死体067	treasure
12057680	m12_05	12050680	宝死体068	treasure
12057690	m12_05	12050690	宝死体069	treasure
12057700	m12_05	12050700	宝死体070	treasure
12057900	m12_05	12050900	宝箱000	treasure
12057950	m12_05	12050950	common90005792	event
12077000	m12_07	12070000	宝死体000	treasure
12077010	m12_07	12070010	宝死体001	treasure
12077020	m12_07	12070020	宝死体002	treasure
12077030	m12_07	12070030	宝死体003	treasure
12077040	m12_07	12070040	宝死体004	treasure
12077050	m12_07	12070050	宝死体005	treasure
12077060	m12_07	12070060	宝死体006	treasure
12077070	m12_07	12070070	宝死体007	treasure
12077080	m12_07	12070080	宝死体008	treasure
12077090	m12_07	12070090	宝死体009	treasure
12077100	m12_07	12070100	宝死体010	treasure
12077110	m12_07	12070110	宝死体011	treasure
12077120	m12_07	12070120	宝死体012	treasure
12077130	m12_07	12070130	宝死体013	treasure
12077140	m12_07	12070140	宝死体014	treasure
12077150	m12_07	12070150	宝死体015	treasure
12077160	m12_07	12070160	宝死体016	treasure
12077170	m12_07	12070170	宝死体017	treasure
12077180	m12_07	12070180	宝死体018	treasure
12077300	m12_07	12070300	宝死体030	treasure
12077310	m12_07	12070310	宝死体031	treasure
12077320	m12_07	12070320	宝死体032	treasure
12077330	m12_07	12070330	宝死体033	treasure
12077340	m12_07	12070340	宝死体034	treasure
12077350	m12_07	12070350	宝死体035	treasure
12077360	m12_07	12070360	宝死体036	treasure
12077370	m12_07	12070370	宝死体037	treasure
12077380	m12_07	12070380	宝死体038	treasure
12077390	m12_07	12070390	宝死体039	treasure
12077400	m12_07	12070400	宝死体040	treasure
12077410	m12_07	12070410	宝死体041	treasure
12077420	m12_07	12070420	宝死体042	treasure
12077430	m12_07	12070430	宝死体043	treasure
12077440	m12_07	12070440	宝死体044	treasure
12077450	m12_07	12070450	宝死体045	treasure
12077460	m12_07	12070460	宝死体046	treasure
12077470	m12_07	12070470	宝死体047	treasure
12077480	m12_07	12070480	宝死体048	treasure
12077490	m12_07	12070490	宝死体049	treasure
12077500	m12_07	12070500	宝死体050	treasure
13007000	m13_00	13000000	宝死体000	treasure
13007005	m13_00	13000005	【day1追加】 宝0005 下層庭園 祠 アイテム光	treasure
13007010	m13_00	13000010	宝死体001	treasure
13007015	m13_00	13000015	【day1追加】 宝0015 断面遺跡前半 上層 左回廊終端	treasure
13007020	m13_00	13000020	宝死体002	treasure
13007025	m13_00	13000025	【day1追加】 宝0025 崩落城壁下層 隠しルート終端	treasure
13007030	m13_00	13000030	宝死体003	treasure
13007035	m13_00	13000035	【day1追加】 宝0035 神殿 上層奥	treasure
13007040	m13_00	13000040	宝死体004	treasure
13007050	m13_00	13000050	宝死体005	treasure
13007060	m13_00	13000060	宝死体006	treasure
13007070	m13_00	13000070	宝死体007	treasure
13007080	m13_00	13000080	宝死体008	treasure
13007090	m13_00	13000090	宝死体009	treasure
13007100	m13_00	13000100	宝死体010	treasure
13007110	m13_00	13000110	宝死体011	treasure
13007120	m13_00	13000120	宝死体012	treasure
13007130	m13_00	13000130	宝死体013	treasure
13007140	m13_00	13000140	宝死体014	treasure
13007150	m13_00	13000150	宝死体015	treasure
13007160	m13_00	13000160	宝死体016	treasure
13007170	m13_00	13000170	宝死体017	treasure
13007180	m13_00	13000180	宝死体018	treasure
13007190	m13_00	13000190	宝死体019	treasure
13007200	m13_00	13000200	宝死体020	treasure
13007210	m13_00	13000210	宝死体021	treasure
13007220	m13_00	13000220	宝死体022	treasure
13007230	m13_00	13000230	宝死体023	treasure
13007240	m13_00	13000240	宝死体024	treasure
13007250	m13_00	13000250	宝死体025	treasure
13007260	m13_00	13000260	宝死体026	treasure
13007270	m13_00	13000270	宝死体027	treasure
13007280	m13_00	13000280	宝死体028	treasure
13007290	m13_00	13000290	宝死体029	treasure
13007300	m13_00	13000300	宝死体030	treasure
13007310	m13_00	13000310	宝死体031	treasure
13007320	m13_00	13000320	宝死体032	treasure
13007330	m13_00	13000330	宝死体033	treasure
13007340	m13_00	13000340	宝死体034	treasure
13007350	m13_00	13000350	宝死体035	treasure
13007360	m13_00	13000360	宝死体036	treasure
13007370	m13_00	13000370	宝死体037	treasure
13007380	m13_00	13000380	宝死体038	treasure
13007390	m13_00	13000390	宝死体039	treasure
13007400	m13_00	13000400	宝死体040	treasure
13007410	m13_00	13000410	宝死体041	treasure
13007420	m13_00	13000420	宝死体042	treasure
13007430	m13_00	13000430	宝死体043	treasure
13007440	m13_00	13000440	宝死体044	treasure
13007450	m13_00	13000450	宝死体045	treasure
13007460	m13_00	13000460	宝死体046	treasure
13007470	m13_00	13000470	宝死体047	treasure
13007480	m13_00	13000480	宝死体048	treasure
13007490	m13_00	13000490	宝死体049	treasure
13007500	m13_00	13000500	宝死体050	treasure
13007510	m13_00	13000510	宝死体051	treasure
13007520	m13_00	13000520	宝死体052	treasure
13007530	m13_00	13000530	宝死体053	treasure
13007540	m13_00	13000540	宝死体054	treasure
13007550	m13_00	13000550	宝死体055	treasure
13007560	m13_00	13000560	宝死体056	treasure
13007570	m13_00	13000570	宝死体057	treasure
13007580	m13_00	13000580	宝死体058	treasure
13007590	m13_00	13000590	宝死体059	treasure
13007600	m13_00	13000600	宝死体060	treasure
13007610	m13_00	13000610	宝死体061	treasure
13007620	m13_00	13000620	宝死体062	treasure
13007630	m13_00	13000630	宝死体063	treasure
13007640	m13_00	13000640	宝死体064	treasure
13007660	m13_00	13000660	宝死体066	treasure
13007670	m13_00	13000670	宝死体067	treasure
13007680	m13_00	13000680	宝死体068	treasure
13007690	m13_00	13000690	宝死体069	treasure
13007700	m13_00	13000700	宝死体070	treasure
13007710	m13_00	13000710	宝死体071	treasure
13007720	m13_00	13000720	宝死体072	treasure
13007730	m13_00	13000730	宝死体073	treasure
13007740	m13_00	13000740	宝死体074	treasure
13007750	m13_00	13000750	宝死体075	treasure
13007760	m13_00	13000760	宝死体076	treasure
13007770	m13_00	13000770	宝死体077	treasure
13007780	m13_00	13000780	宝死体078	treasure
13007790	m13_00	13000790	宝死体079	treasure
13007800	m13_00	13000800	宝死体080	treasure
13007810	m13_00	13000810	宝死体081	treasure
13007820	m13_00	13000820	宝死体082	treasure
13007830	m13_00	13000830	宝死体083	treasure
13007850	m13_00	13000850	宝 アイテム光000	treasure
13007860	m13_00	13000860	宝 アイテム光001	treasure
13007870	m13_00	13000870	宝 アイテム光002	treasure
13007880	m13_00	13000880	宝 アイテム光003	treasure
13007890	m13_00	13000890	宝 アイテム光004	treasure
13007900	m13_00	13000900	宝 アイテム光005	treasure
13007900	m13_00	13000900	宝箱000	treasure
13007910	m13_00	13000910	宝 アイテム光006	treasure
13007910	m13_00	13000910	宝箱001	treasure
13007920	m13_00	13000920	宝箱002	treasure
13007930	m13_00	13000930	宝箱003	treasure
13007940	m13_00	13000940	宝箱004	treasure
13007950	m13_00	13000950	宝箱005	treasure
13007980	m13_00	13000980	宝 アイテム光007	treasure
13007990	m13_00	13000990	宝 アイテム光008	treasure
13007991	m13_00	13002091	common90005300	event
13007993	m13_00	13002093	common90005300	event
13007995	m13_00	13002095	common90005300	event
14007000	m14_00	14000000	宝死体000	treasure
14007005	m14_00	14000005	common90005300	event
14007015	m14_00	14000015	common90005300	event
14007015	m14_00	14000015	宝死体 隠しルート室外追加 輝石蟹から移設	treasure
14007020	m14_00	14000020	宝死体002	treasure
14007025	m14_00	14000025	common90005300	event
14007030	m14_00	14000030	宝死体003	treasure
14007035	m14_00	14000035	common90005300	event
14007040	m14_00	14000040	宝死体004	treasure
14007070	m14_00	14000070	宝死体007	treasure
14007090	m14_00	14000090	宝死体009	treasure
14007120	m14_00	14000120	宝死体012	treasure
14007150	m14_00	14000150	宝死体015	treasure
14007160	m14_00	14000160	宝死体016	treasure
14007190	m14_00	14000190	宝死体019	treasure
14007200	m14_00	14000200	宝死体020	treasure
14007220	m14_00	14000220	宝死体022	treasure
14007250	m14_00	14000250	宝死体025	treasure
14007280	m14_00	14000280	宝死体028	treasure
14007290	m14_00	14000290	宝死体029	treasure
14007300	m14_00	14000300	宝死体030	treasure
14007320	m14_00	14000320	宝死体032	treasure
14007330	m14_00	14000330	宝死体033	treasure
14007350	m14_00	14000350	宝死体035	treasure
14007360	m14_00	14000360	宝死体036	treasure
14007370	m14_00	14000370	宝死体037	treasure
14007380	m14_00	14000380	宝死体038	treasure
14007390	m14_00	14000390	宝死体039	treasure
14007410	m14_00	14000410	宝死体041	treasure
14007420	m14_00	14000420	宝死体042	treasure
14007430	m14_00	14000430	宝死体043	treasure
14007440	m14_00	14000440	宝死体044	treasure
14007450	m14_00	14000450	宝死体045	treasure
14007460	m14_00	14000460	宝死体046	treasure
14007470	m14_00	14000470	宝死体047	treasure
14007480	m14_00	14000480	宝死体048	treasure
14007490	m14_00	14000490	宝死体049	treasure
14007510	m14_00	14000510	宝死体051	treasure
14007520	m14_00	14000520	宝死体052	treasure
14007530	m14_00	14000530	宝死体053	treasure
14007540	m14_00	14000540	宝死体054	treasure
14007560	m14_00	14000560	宝死体056	treasure
14007600	m14_00	14000600	宝死体060	treasure
14007620	m14_00	14000620	宝死体062	treasure
14007630	m14_00	14000630	宝死体063	treasure
14007660	m14_00	14000660	宝死体066	treasure
14007670	m14_00	14000670	宝死体067	treasure
14007710	m14_00	14000710	宝死体071	treasure
14007720	m14_00	14000720	宝死体072	treasure
14007740	m14_00	14000740	宝死体074	treasure
14007750	m14_00	14000750	宝死体075	treasure
14007760	m14_00	14000760	宝死体076	treasure
14007770	m14_00	14000770	宝死体077	treasure
14007840	m14_00	14000840	宝 アイテム光 魔術師玉	treasure
14007850	m14_00	14000850	宝 アイテム光001	treasure
14007860	m14_00	14000860	宝 アイテム光002	treasure
14007870	m14_00	14000870	宝 アイテム光003	treasure
14007880	m14_00	14000880	宝 アイテム光 隠し部屋上層 →宝箱に変更中	treasure
14007890	m14_00	14000890	宝 アイテム光 隠し部屋終端	treasure
14007910	m14_00	14000910	宝箱001	treasure
14007920	m14_00	14000920	宝箱002	treasure
14007930	m14_00	14000930	宝箱003 →宝死体の変更中	treasure
14007940	m14_00	14000940	宝箱004	treasure
14007970	m14_00	14000970	宝箱007 望楼頂上追加	treasure
14007980	m14_00	14000980	common90005300	event
14007990	m14_00	14000990	宝 アイテム光000 世界樹の実	treasure
14007995	m14_00	360000010	c3600_9000	enemy
15001200	m15_00	15001200	common90005300	event
15001250	m15_00	15001250	common90005300	event
15001260	m15_00	15001260	common90005300	event
15001270	m15_00	15001270	common90005300	event
15001280	m15_00	15001280	common90005300	event
15001290	m15_00	15001290	common90005300	event
15007000	m15_00	15000000	宝死体000	treasure
15007010	m15_00	15000010	宝死体001	treasure
15007020	m15_00	15000020	宝死体002	treasure
15007030	m15_00	15000030	宝死体003	treasure
15007040	m15_00	15000040	宝死体004	treasure
15007050	m15_00	15000050	宝死体005	treasure
15007060	m15_00	15000060	宝死体006	treasure
15007070	m15_00	15000070	宝死体007	treasure
15007080	m15_00	15000080	宝死体008	treasure
